Date,Price,Open,High,Low,Vol,Change%
"Aug 11, 2015","1,321.53","1,334.60","1,334.60","1,318.77",-,-0.98%
"Aug 12, 2015","1,292.52","1,321.53","1,321.56","1,284.76",-,-2.20%
"Aug 13, 2015","1,300.55","1,303.00","1,315.46","1,298.89",-,0.62%
"Aug 14, 2015","1,298.06","1,300.55","1,307.90","1,293.79",-,-0.19%
"Aug 17, 2015","1,295.34","1,298.06","1,305.38","1,287.59",-,-0.21%
"Aug 18, 2015","1,294.35","1,295.34","1,298.45","1,288.94",-,-0.08%
"Aug 19, 2015","1,263.08","1,294.35","1,294.35","1,261.86",-,-2.42%
"Aug 20, 2015","1,251.34","1,263.08","1,267.48","1,248.83",-,-0.93%
"Aug 21, 2015","1,214.24","1,251.34","1,251.34","1,214.24",-,-2.96%
"Aug 24, 2015","1,151.32","1,214.24","1,214.24","1,130.63",-,-5.18%
"Aug 25, 2015","1,196.20","1,151.32","1,211.30","1,151.32",-,3.90%
"Aug 26, 2015","1,174.52","1,196.20","1,199.12","1,173.38",-,-1.81%
"Aug 27, 2015","1,223.11","1,174.54","1,228.36","1,174.54",-,4.14%
"Aug 28, 2015","1,221.63","1,223.11","1,226.30","1,206.80",-,-0.12%
"Sep 01, 2015","1,179.83","1,221.63","1,221.63","1,171.74",-,-3.42%
"Sep 02, 2015","1,180.36","1,179.83","1,200.76","1,163.25",-,0.04%
"Sep 03, 2015","1,199.94","1,180.36","1,203.56","1,180.36",-,1.66%
"Sep 04, 2015","1,169.46","1,199.94","1,199.94","1,168.75",-,-2.54%
"Sep 07, 2015","1,171.52","1,169.46","1,184.15","1,166.85",-,0.18%
"Sep 08, 2015","1,191.54","1,171.52","1,206.03","1,171.52",-,1.71%
"Sep 09, 2015","1,218.08","1,191.54","1,227.90","1,191.36",-,2.23%
"Sep 10, 2015","1,193.26","1,218.08","1,218.08","1,187.52",-,-2.04%
"Sep 11, 2015","1,190.46","1,193.26","1,196.69","1,186.24",-,-0.23%
"Sep 14, 2015","1,176.57","1,190.46","1,199.48","1,170.00",-,-1.17%
"Sep 15, 2015","1,196.45","1,176.57","1,202.13","1,168.88",-,1.69%
"Sep 16, 2015","1,205.07","1,196.45","1,211.45","1,196.45",-,0.72%
"Sep 17, 2015","1,188.11","1,205.07","1,205.74","1,186.00",-,-1.41%
"Sep 18, 2015","1,159.98","1,188.11","1,188.24","1,142.67",-,-2.37%
"Sep 21, 2015","1,167.94","1,159.98","1,176.67","1,157.00",-,0.69%
"Sep 22, 2015","1,141.61","1,167.94","1,181.99","1,141.03",-,-2.25%
"Sep 23, 2015","1,157.26","1,141.61","1,168.67","1,141.61",-,1.37%
"Sep 24, 2015","1,144.59","1,157.26","1,167.21","1,141.54",-,-1.09%
"Sep 25, 2015","1,177.59","1,144.59","1,180.09","1,144.59",-,2.88%
"Sep 28, 2015","1,142.44","1,177.59","1,177.59","1,142.02",-,-2.98%
"Sep 29, 2015","1,129.83","1,142.44","1,142.44","1,121.92",-,-1.10%
"Sep 30, 2015","1,158.03","1,129.83","1,160.35","1,129.83",-,2.50%
"Oct 01, 2015","1,167.31","1,158.03","1,182.41","1,158.03",-,0.80%
"Oct 02, 2015","1,180.53","1,167.31","1,197.96","1,166.00",-,1.13%
"Oct 05, 2015","1,211.06","1,180.53","1,212.35","1,180.53",-,2.59%
"Oct 06, 2015","1,210.09","1,211.06","1,213.85","1,198.29",-,-0.08%
"Oct 07, 2015","1,220.63","1,210.09","1,235.72","1,208.15",-,0.87%
"Oct 08, 2015","1,219.79","1,220.63","1,225.54","1,209.08",-,-0.07%
"Oct 09, 2015","1,233.08","1,219.79","1,238.32","1,217.02",-,1.09%
"Oct 12, 2015","1,223.95","1,233.08","1,233.08","1,218.13",-,-0.74%
"Oct 13, 2015","1,199.75","1,223.95","1,223.95","1,190.80",-,-1.98%
"Oct 14, 2015","1,185.03","1,199.75","1,199.75","1,184.82",-,-1.23%
"Oct 15, 2015","1,196.01","1,185.03","1,198.36","1,183.30",-,0.93%
"Oct 16, 2015","1,203.03","1,196.01","1,211.01","1,196.01",-,0.59%
"Oct 19, 2015","1,201.55","1,203.03","1,211.20","1,195.16",-,-0.12%
"Oct 20, 2015","1,197.63","1,201.55","1,205.46","1,192.53",-,-0.33%
"Oct 21, 2015","1,191.91","1,197.63","1,201.54","1,186.19",-,-0.48%
"Oct 22, 2015","1,197.07","1,198.91","1,200.36","1,187.47",-,0.43%
"Oct 23, 2015","1,216.69","1,197.07","1,226.43","1,197.07",-,1.64%
"Oct 26, 2015","1,208.66","1,216.69","1,219.04","1,207.96",-,-0.66%
"Oct 27, 2015","1,204.74","1,208.66","1,211.31","1,204.48",-,-0.32%
"Oct 28, 2015","1,201.55","1,204.74","1,204.74","1,188.06",-,-0.26%
"Oct 29, 2015","1,181.50","1,201.55","1,203.07","1,170.93",-,-1.67%
"Oct 30, 2015","1,168.45","1,181.50","1,183.72","1,162.04",-,-1.10%
"Nov 02, 2015","1,172.18","1,168.45","1,174.36","1,157.21",-,0.32%
"Nov 03, 2015","1,163.71","1,172.18","1,172.18","1,152.05",-,-0.72%
"Nov 04, 2015","1,176.89","1,163.71","1,187.83","1,163.69",-,1.13%
"Nov 05, 2015","1,160.93","1,177.82","1,178.64","1,159.78",-,-1.36%
"Nov 06, 2015","1,179.61","1,160.93","1,184.26","1,156.39",-,1.61%
"Nov 09, 2015","1,178.24","1,179.61","1,200.68","1,178.08",-,-0.12%
"Nov 10, 2015","1,167.54","1,178.24","1,184.37","1,163.33",-,-0.91%
"Nov 11, 2015","1,170.10","1,167.54","1,181.01","1,160.66",-,0.22%
"Nov 12, 2015","1,156.17","1,170.10","1,177.65","1,155.59",-,-1.19%
"Nov 13, 2015","1,146.56","1,156.17","1,158.82","1,142.13",-,-0.83%
"Nov 16, 2015","1,143.83","1,146.56","1,151.71","1,138.18",-,-0.24%
"Nov 17, 2015","1,160.54","1,143.83","1,162.83","1,143.81",-,1.46%
"Nov 18, 2015","1,164.70","1,160.54","1,165.56","1,154.45",-,0.36%
"Nov 19, 2015","1,169.04","1,164.70","1,178.45","1,164.70",-,0.37%
"Nov 20, 2015","1,161.79","1,169.04","1,176.18","1,160.45",-,-0.62%
"Nov 23, 2015","1,163.15","1,161.79","1,169.06","1,151.21",-,0.12%
"Nov 24, 2015","1,154.83","1,163.15","1,163.15","1,142.38",-,-0.72%
"Nov 25, 2015","1,163.37","1,154.83","1,167.40","1,154.83",-,0.74%
"Nov 26, 2015","1,178.26","1,163.37","1,179.82","1,159.44",-,1.28%
"Nov 27, 2015","1,171.72","1,178.26","1,178.26","1,164.21",-,-0.56%
"Nov 30, 2015","1,162.75","1,171.72","1,171.72","1,156.22",-,-0.77%
"Dec 01, 2015","1,190.12","1,162.75","1,193.77","1,162.75",-,2.35%
"Dec 02, 2015","1,189.39","1,190.12","1,196.50","1,189.00",-,-0.06%
"Dec 03, 2015","1,163.76","1,189.39","1,196.51","1,163.76",-,-2.15%
"Dec 04, 2015","1,158.15","1,163.76","1,165.38","1,150.35",-,-0.48%
"Dec 07, 2015","1,152.34","1,158.15","1,166.55","1,150.21",-,-0.50%
"Dec 08, 2015","1,129.94","1,152.34","1,152.55","1,128.18",-,-1.94%
"Dec 09, 2015","1,126.95","1,129.94","1,140.85","1,121.43",-,-0.26%
"Dec 10, 2015","1,126.52","1,126.95","1,136.05","1,121.57",-,-0.04%
"Dec 11, 2015","1,095.93","1,126.52","1,128.22","1,093.68",-,-2.72%
"Dec 14, 2015","1,082.08","1,095.93","1,111.09","1,079.63",-,-1.26%
"Dec 15, 2015","1,113.41","1,082.08","1,118.04","1,082.08",-,2.90%
"Dec 16, 2015","1,129.69","1,113.41","1,136.38","1,113.28",-,1.46%
"Dec 17, 2015","1,153.24","1,129.69","1,162.27","1,129.69",-,2.08%
"Dec 18, 2015","1,148.87","1,153.24","1,162.46","1,145.57",-,-0.38%
"Dec 21, 2015","1,144.91","1,148.87","1,163.93","1,144.04",-,-0.34%
"Dec 22, 2015","1,153.47","1,144.91","1,159.15","1,144.91",-,0.75%
"Dec 23, 2015","1,181.05","1,153.47","1,182.50","1,153.47",-,2.39%
"Dec 24, 2015","1,181.21","1,181.05","1,182.00","1,176.52",-,0.01%
"Dec 29, 2015","1,187.19","1,181.21","1,189.13","1,178.07",-,0.51%
"Dec 30, 2015","1,173.40","1,187.19","1,187.19","1,169.15",-,-1.16%
"Dec 31, 2015","1,167.65","1,173.40","1,174.81","1,164.56",-,-0.49%
"Jan 04, 2016","1,135.95","1,167.65","1,167.65","1,126.99",-,-2.71%
"Jan 05, 2016","1,139.12","1,135.95","1,146.84","1,128.14",-,0.28%
"Jan 06, 2016","1,115.78","1,139.12","1,139.12","1,106.61",-,-2.05%
"Jan 07, 2016","1,095.42","1,115.78","1,115.78","1,084.31",-,-1.82%
"Jan 08, 2016","1,084.32","1,095.42","1,112.35","1,084.32",-,-1.01%
"Jan 11, 2016","1,082.25","1,084.32","1,100.15","1,082.25",-,-0.19%
"Jan 12, 2016","1,095.12","1,082.25","1,105.16","1,081.39",-,1.19%
"Jan 13, 2016","1,088.80","1,095.12","1,107.06","1,083.56",-,-0.58%
"Jan 14, 2016","1,076.94","1,088.80","1,088.80","1,057.76",-,-1.09%
"Jan 15, 2016","1,042.02","1,076.94","1,079.80","1,036.89",-,-3.24%
"Jan 18, 2016","1,027.35","1,042.02","1,047.64","1,021.27",-,-1.41%
"Jan 19, 2016","1,046.26","1,027.35","1,057.52","1,027.31",-,1.84%
"Jan 20, 2016","1,003.35","1,046.26","1,046.26",995.03,-,-4.10%
"Jan 21, 2016","1,018.54","1,003.35","1,021.52",993.34,-,1.51%
"Jan 22, 2016","1,040.82","1,018.54","1,049.62","1,018.54",-,2.19%
"Jan 25, 2016","1,010.12","1,040.82","1,044.78","1,006.64",-,-2.95%
"Jan 26, 2016","1,019.38","1,010.12","1,022.39",986.84,-,0.92%
"Jan 27, 2016","1,023.12","1,019.38","1,023.12","1,000.97",-,0.37%
"Jan 28, 2016","1,011.81","1,023.12","1,036.92","1,004.40",-,-1.11%
"Jan 29, 2016","1,041.23","1,011.81","1,041.23","1,011.81",-,2.91%
"Feb 01, 2016","1,023.47","1,041.23","1,046.77","1,012.33",-,-1.71%
"Feb 02, 2016",984.04,"1,023.47","1,023.47",978.12,-,-3.85%
"Feb 03, 2016",948.61,984.04,984.08,938.24,-,-3.60%
"Feb 04, 2016",979.1,948.61,987.66,948.61,-,3.21%
"Feb 05, 2016",975.48,979.1,993.18,969.35,-,-0.37%
"Feb 08, 2016",931.71,975.48,988.35,928.09,-,-4.49%
"Feb 09, 2016",909.39,931.71,943.42,901.37,-,-2.40%
"Feb 10, 2016",924.47,909.39,932.51,907.45,-,1.66%
"Feb 11, 2016",878.61,924.47,924.47,878.61,-,-4.96%
"Feb 12, 2016",926.31,878.61,926.31,878.61,-,5.43%
"Feb 15, 2016",945.61,926.31,951.48,926.31,-,2.08%
"Feb 16, 2016",947.78,945.61,951.69,922.62,-,0.23%
"Feb 17, 2016",975.19,947.78,975.54,946.01,-,2.89%
"Feb 18, 2016",955.3,975.19,980.09,951.12,-,-2.04%
"Feb 19, 2016",951.97,955.3,969.02,942.24,-,-0.35%
"Feb 22, 2016",958.57,951.97,962.24,932.08,-,0.69%
"Feb 23, 2016",943.77,958.57,969.24,942.11,-,-1.54%
"Feb 24, 2016",925.54,943.77,951.6,919.85,-,-1.93%
"Feb 25, 2016",981.81,925.54,982.37,925.51,-,6.08%
"Feb 26, 2016","1,012.22",981.81,"1,014.25",981.81,-,3.10%
"Feb 29, 2016","1,007.44","1,012.22","1,012.26",984.57,-,-0.47%
"Mar 01, 2016",998.08,"1,007.44","1,007.57",985.59,-,-0.93%
"Mar 02, 2016","1,018.56",998.08,"1,022.44",998.08,-,2.05%
"Mar 03, 2016","1,016.36","1,034.61","1,037.09","1,014.27",-,-0.22%
"Mar 04, 2016","1,032.19","1,016.36","1,034.63","1,016.36",-,1.56%
"Mar 07, 2016","1,025.75","1,032.19","1,032.19","1,010.24",-,-0.62%
"Mar 08, 2016","1,014.62","1,025.75","1,032.36","1,009.26",-,-1.09%
"Mar 09, 2016","1,008.22","1,014.62","1,029.06","1,006.44",-,-0.63%
"Mar 10, 2016",990.55,"1,011.45","1,031.39",990.55,-,-1.75%
"Mar 11, 2016","1,011.20",990.55,"1,016.58",990.55,-,2.08%
"Mar 14, 2016","1,013.25","1,011.20","1,025.03","1,007.85",-,0.20%
"Mar 15, 2016","1,007.55","1,013.25","1,013.32","1,004.60",-,-0.56%
"Mar 16, 2016","1,010.07","1,007.55","1,015.56","1,000.50",-,0.25%
"Mar 17, 2016",999.91,"1,010.07","1,016.32",982.57,-,-1.01%
"Mar 18, 2016","1,009.54",999.91,"1,019.42",997.3,-,0.96%
"Mar 21, 2016","1,006.79","1,009.54","1,019.00","1,004.89",-,-0.27%
"Mar 22, 2016","1,001.60","1,006.79","1,006.79",989.61,-,-0.52%
"Mar 23, 2016",995.99,"1,001.60","1,006.91",990,-,-0.56%
"Mar 24, 2016",972.39,995.99,995.99,971.32,-,-2.37%
"Mar 29, 2016",963.77,972.39,982.8,956.63,-,-0.89%
"Mar 30, 2016",974.12,963.77,981.92,963.77,-,1.07%
"Mar 31, 2016",969.72,974.12,974.9,962.25,-,-0.45%
"Apr 01, 2016",963.89,969.72,972.61,955.75,-,-0.60%
"Apr 04, 2016",963.39,963.89,968.09,957.69,-,-0.05%
"Apr 05, 2016",936.88,963.39,963.39,932.72,-,-2.75%
"Apr 06, 2016",946,936.88,949.68,934.77,-,0.97%
"Apr 07, 2016",934.51,951.34,951.96,930.8,-,-1.21%
"Apr 08, 2016",946.17,934.51,951.7,934.51,-,1.25%
"Apr 11, 2016",948.76,946.17,957.15,940.63,-,0.27%
"Apr 12, 2016",960.47,948.76,962.2,945.64,-,1.23%
"Apr 13, 2016","1,019.70",960.47,"1,019.70",960.47,-,6.17%
"Apr 14, 2016","1,023.77","1,019.74","1,027.23","1,006.27",-,0.40%
"Apr 15, 2016","1,020.31","1,023.77","1,027.38","1,017.40",-,-0.34%
"Apr 18, 2016","1,020.43","1,020.31","1,023.01",998.43,-,0.01%
"Apr 19, 2016","1,028.30","1,020.43","1,037.70","1,020.43",-,0.77%
"Apr 20, 2016","1,047.15","1,028.30","1,049.71","1,021.27",-,1.83%
"Apr 21, 2016","1,058.91","1,047.15","1,066.54","1,047.15",-,1.12%
"Apr 22, 2016","1,049.81","1,058.91","1,058.91","1,044.00",-,-0.86%
"Apr 25, 2016","1,033.88","1,049.81","1,053.30","1,029.92",-,-1.52%
"Apr 26, 2016","1,065.14","1,033.88","1,070.17","1,029.79",-,3.02%
"Apr 27, 2016","1,059.39","1,065.14","1,070.74","1,045.83",-,-0.54%
"Apr 28, 2016","1,055.36","1,059.39","1,059.39","1,032.03",-,-0.38%
"Apr 29, 2016","1,027.26","1,055.36","1,055.39","1,027.26",-,-2.66%
"May 03, 2016","1,001.29","1,027.26","1,043.96",999.51,-,-2.53%
"May 04, 2016",984.6,"1,001.29","1,004.32",982.47,-,-1.67%
"May 05, 2016",979.21,984.6,992.07,976.2,-,-0.55%
"May 06, 2016",976.94,979.21,982.03,959.01,-,-0.23%
"May 09, 2016",965.95,976.94,990.93,964.97,-,-1.12%
"May 10, 2016",980.91,965.95,985.25,965.95,-,1.55%
"May 11, 2016",980.01,980.91,984.42,965.32,-,-0.09%
"May 12, 2016",966.54,980.01,985.56,963.6,-,-1.37%
"May 13, 2016",984.02,966.54,985.69,959.16,-,1.81%
"May 16, 2016",982.34,984.02,985.13,976.52,-,-0.17%
"May 17, 2016",993.58,982.34,"1,000.41",982.34,-,1.14%
"May 18, 2016","1,010.46",993.58,"1,011.57",983.88,-,1.70%
"May 19, 2016","1,006.22","1,017.94","1,034.54","1,006.22",-,-0.42%
"May 20, 2016","1,021.80","1,006.22","1,023.22","1,006.22",-,1.55%
"May 23, 2016","1,019.36","1,021.80","1,032.50","1,012.75",-,-0.24%
"May 24, 2016","1,044.28","1,019.36","1,047.94","1,011.40",-,2.44%
"May 25, 2016","1,071.55","1,044.28","1,074.10","1,043.57",-,2.61%
"May 26, 2016","1,064.75","1,071.55","1,071.60","1,054.48",-,-0.63%
"May 27, 2016","1,067.09","1,064.75","1,069.82","1,062.02",-,0.22%
"May 31, 2016","1,055.09","1,067.09","1,076.74","1,053.70",-,-1.12%
"Jun 01, 2016","1,047.65","1,055.09","1,060.19","1,036.88",-,-0.71%
"Jun 02, 2016","1,048.21","1,047.65","1,068.31","1,047.50",-,0.05%
"Jun 03, 2016","1,042.71","1,048.21","1,065.90","1,033.69",-,-0.52%
"Jun 06, 2016","1,046.40","1,042.71","1,054.17","1,041.79",-,0.35%
"Jun 07, 2016","1,046.59","1,046.40","1,060.07","1,044.51",-,0.02%
"Jun 08, 2016","1,042.99","1,046.59","1,048.02","1,036.17",-,-0.34%
"Jun 09, 2016","1,032.82","1,042.99","1,042.99","1,031.71",-,-0.98%
"Jun 10, 2016","1,003.59","1,032.82","1,032.82","1,000.28",-,-2.83%
"Jun 13, 2016",984.17,"1,003.59","1,003.59",982.26,-,-1.94%
"Jun 14, 2016",963.75,984.17,985.06,962.98,-,-2.07%
"Jun 15, 2016",970.69,963.75,981.64,963.75,-,0.72%
"Jun 16, 2016",961.65,970.69,970.69,950.71,-,-0.93%
"Jun 17, 2016",993.12,961.65,997.6,961.65,-,3.27%
"Jun 20, 2016","1,035.63",993.12,"1,040.93",993.12,-,4.28%
"Jun 21, 2016","1,043.39","1,035.63","1,047.29","1,026.20",-,0.75%
"Jun 22, 2016","1,053.17","1,043.39","1,063.75","1,040.41",-,0.94%
"Jun 23, 2016","1,077.23","1,053.17","1,077.23","1,050.98",-,2.28%
"Jun 24, 2016",971.94,"1,077.23","1,077.23",898.77,-,-9.77%
"Jun 27, 2016",900.95,971.94,971.94,891.5,-,-7.30%
"Jun 28, 2016",927.31,900.95,938.82,900.95,-,2.93%
"Jun 29, 2016",950.05,927.31,953.59,927.31,-,2.45%
"Jun 30, 2016",959.38,950.05,961.47,936.37,-,0.98%
"Jul 01, 2016",968.01,959.38,979.39,953.16,-,0.90%
"Jul 04, 2016",951.48,968.01,971.61,947.92,-,-1.71%
"Jul 05, 2016",939.25,951.48,956.08,939.25,-,-1.29%
"Jul 06, 2016",918.53,939.25,944.34,912.02,-,-2.21%
"Jul 07, 2016",935.5,918.67,947.36,918.67,-,1.85%
"Jul 08, 2016",961.96,935.5,965.45,928.46,-,2.83%
"Jul 11, 2016",988.27,961.96,989.87,961.96,-,2.74%
"Jul 12, 2016",995.97,988.27,"1,004.72",982.01,-,0.78%
"Jul 13, 2016",986.34,995.97,996.99,985.01,-,-0.97%
"Jul 14, 2016",996.39,986.34,"1,004.74",986.34,-,1.02%
"Jul 15, 2016",999.03,996.39,"1,009.29",988.21,-,0.26%
"Jul 18, 2016","1,006.98",999.03,"1,010.04",997.36,-,0.80%
"Jul 19, 2016","1,008.08","1,006.98","1,012.41",995.78,-,0.11%
"Jul 20, 2016","1,025.17","1,008.08","1,026.34","1,008.04",-,1.70%
"Jul 21, 2016","1,020.55","1,025.17","1,027.86","1,015.19",-,-0.45%
"Jul 22, 2016","1,014.16","1,020.55","1,020.55","1,009.60",-,-0.63%
"Jul 25, 2016","1,008.14","1,014.16","1,017.29","1,005.40",-,-0.59%
"Jul 26, 2016","1,013.10","1,008.14","1,020.95","1,006.46",-,0.49%
"Jul 27, 2016","1,026.18","1,013.10","1,029.57","1,012.75",-,1.29%
"Jul 28, 2016",999.87,"1,026.18","1,027.36",999.87,-,-2.56%
"Jul 29, 2016","1,015.09",999.87,"1,025.43",999.82,-,1.52%
"Aug 01, 2016","1,004.32","1,015.09","1,020.69","1,001.42",-,-1.06%
"Aug 02, 2016",988.86,"1,004.32","1,004.35",982.67,-,-1.54%
"Aug 03, 2016","1,019.79",988.86,"1,028.67",988.86,-,3.13%
"Aug 04, 2016","1,035.60","1,019.79","1,044.68","1,019.79",-,1.55%
"Aug 05, 2016","1,053.75","1,035.60","1,054.80","1,033.44",-,1.75%
"Aug 08, 2016","1,074.27","1,053.75","1,076.86","1,053.44",-,1.95%
"Aug 09, 2016","1,087.97","1,074.27","1,091.90","1,072.53",-,1.28%
"Aug 10, 2016","1,094.86","1,087.97","1,095.94","1,080.78",-,0.63%
"Aug 11, 2016","1,107.35","1,107.19","1,107.84","1,091.79",-,1.14%
"Aug 12, 2016","1,107.41","1,107.35","1,114.91","1,099.73",-,0.01%
"Aug 15, 2016","1,107.00","1,107.41","1,113.88","1,104.34",-,-0.04%
"Aug 16, 2016","1,096.42","1,107.00","1,107.00","1,093.14",-,-0.96%
"Aug 17, 2016","1,090.65","1,096.42","1,101.98","1,086.70",-,-0.53%
"Aug 18, 2016","1,092.57","1,090.65","1,095.98","1,086.64",-,0.18%
"Aug 19, 2016","1,095.12","1,092.57","1,095.12","1,084.37",-,0.23%
"Aug 22, 2016","1,091.62","1,095.12","1,104.37","1,088.85",-,-0.32%
"Aug 23, 2016","1,108.52","1,091.62","1,110.45","1,091.62",-,1.55%
"Aug 24, 2016","1,115.79","1,108.52","1,120.92","1,099.34",-,0.66%
"Aug 25, 2016","1,110.90","1,115.79","1,118.67","1,107.53",-,-0.44%
"Aug 26, 2016","1,117.46","1,110.90","1,122.52","1,109.33",-,0.59%
"Aug 30, 2016","1,136.98","1,117.46","1,139.44","1,117.23",-,1.75%
"Aug 31, 2016","1,150.61","1,136.98","1,162.67","1,136.85",-,1.20%
"Sep 01, 2016","1,158.63","1,150.61","1,180.99","1,150.61",-,0.70%
"Sep 02, 2016","1,180.05","1,158.63","1,187.32","1,157.34",-,1.85%
"Sep 05, 2016","1,173.46","1,180.05","1,181.15","1,168.59",-,-0.56%
"Sep 06, 2016","1,147.13","1,173.46","1,174.46","1,146.17",-,-2.24%
"Sep 07, 2016","1,145.36","1,147.13","1,149.55","1,136.10",-,-0.15%
"Sep 08, 2016","1,161.70","1,145.36","1,163.49","1,144.14",-,1.43%
"Sep 09, 2016","1,170.06","1,161.70","1,176.80","1,161.70",-,0.72%
"Sep 12, 2016","1,139.55","1,170.06","1,170.06","1,131.13",-,-2.61%
"Sep 13, 2016","1,129.11","1,139.55","1,140.43","1,123.41",-,-0.92%
"Sep 14, 2016","1,132.67","1,129.11","1,143.69","1,124.32",-,0.32%
"Sep 15, 2016","1,143.93","1,132.67","1,144.68","1,129.99",-,0.99%
"Sep 16, 2016","1,129.11","1,143.93","1,143.93","1,126.36",-,-1.30%
"Sep 19, 2016","1,152.23","1,129.11","1,154.26","1,128.82",-,2.05%
"Sep 20, 2016","1,151.40","1,152.23","1,156.51","1,146.72",-,-0.07%
"Sep 21, 2016","1,165.91","1,151.40","1,178.04","1,151.40",-,1.26%
"Sep 22, 2016","1,158.03","1,165.91","1,167.12","1,145.15",-,-0.68%
"Sep 23, 2016","1,146.14","1,158.03","1,158.03","1,144.18",-,-1.03%
"Sep 26, 2016","1,127.93","1,146.14","1,147.89","1,124.03",-,-1.59%
"Sep 27, 2016","1,133.35","1,127.93","1,143.71","1,120.51",-,0.48%
"Sep 28, 2016","1,132.86","1,133.35","1,143.32","1,128.91",-,-0.04%
"Sep 29, 2016","1,143.05","1,132.86","1,150.07","1,132.86",-,0.90%
"Sep 30, 2016","1,140.59","1,143.05","1,143.08","1,110.16",-,-0.22%
"Oct 03, 2016","1,153.22","1,140.59","1,155.31","1,136.51",-,1.11%
"Oct 04, 2016","1,166.59","1,153.22","1,177.84","1,153.22",-,1.16%
"Oct 05, 2016","1,176.64","1,166.59","1,178.34","1,163.98",-,0.86%
"Oct 06, 2016","1,180.29","1,176.64","1,186.18","1,176.34",-,0.31%
"Oct 07, 2016","1,190.59","1,180.29","1,201.71","1,179.73",-,0.87%
"Oct 10, 2016","1,194.53","1,190.59","1,197.13","1,177.43",-,0.33%
"Oct 11, 2016","1,190.83","1,194.53","1,196.93","1,182.76",-,-0.31%
"Oct 12, 2016","1,180.13","1,190.83","1,190.98","1,176.93",-,-0.90%
"Oct 13, 2016","1,164.85","1,180.13","1,180.13","1,154.09",-,-1.29%
"Oct 14, 2016","1,182.02","1,164.85","1,191.03","1,164.85",-,1.47%
"Oct 17, 2016","1,176.41","1,182.02","1,183.60","1,173.07",-,-0.47%
"Oct 18, 2016","1,199.26","1,176.41","1,200.58","1,176.41",-,1.94%
"Oct 19, 2016","1,209.73","1,199.26","1,212.77","1,195.44",-,0.87%
"Oct 20, 2016","1,226.48","1,218.66","1,232.99","1,208.49",-,1.38%
"Oct 21, 2016","1,232.07","1,226.48","1,235.48","1,222.53",-,0.46%
"Oct 24, 2016","1,230.37","1,232.07","1,240.94","1,229.16",-,-0.14%
"Oct 25, 2016","1,233.66","1,230.37","1,242.16","1,217.59",-,0.27%
"Oct 26, 2016","1,228.69","1,233.66","1,233.70","1,216.10",-,-0.40%
"Oct 27, 2016","1,248.71","1,228.69","1,248.71","1,216.73",-,1.63%
"Oct 28, 2016","1,247.15","1,248.71","1,250.00","1,231.83",-,-0.12%
"Oct 31, 2016","1,235.74","1,247.15","1,247.15","1,235.72",-,-0.91%
"Nov 01, 2016","1,218.10","1,235.74","1,237.94","1,214.65",-,-1.43%
"Nov 02, 2016","1,195.08","1,218.10","1,218.10","1,193.41",-,-1.89%
"Nov 03, 2016","1,196.99","1,195.08","1,210.84","1,184.55",-,0.16%
"Nov 04, 2016","1,185.24","1,196.99","1,198.75","1,176.90",-,-0.98%
"Nov 07, 2016","1,224.41","1,185.24","1,224.41","1,185.24",-,3.30%
"Nov 08, 2016","1,222.79","1,224.41","1,224.53","1,208.18",-,-0.13%
"Nov 09, 2016","1,238.65","1,222.79","1,238.65","1,180.36",-,1.30%
"Nov 10, 2016","1,261.54","1,238.65","1,284.00","1,238.62",-,1.85%
"Nov 11, 2016","1,248.88","1,261.54","1,270.75","1,237.30",-,-1.00%
"Nov 14, 2016","1,282.61","1,248.88","1,285.94","1,248.88",-,2.70%
"Nov 15, 2016","1,291.15","1,282.61","1,299.03","1,278.90",-,0.67%
"Nov 16, 2016","1,272.81","1,291.15","1,292.11","1,268.54",-,-1.42%
"Nov 17, 2016","1,279.04","1,272.81","1,280.62","1,260.25",-,0.49%
"Nov 18, 2016","1,276.68","1,279.04","1,287.88","1,267.46",-,-0.18%
"Nov 21, 2016","1,273.11","1,276.68","1,285.42","1,266.91",-,-0.28%
"Nov 22, 2016","1,287.39","1,273.11","1,294.24","1,273.11",-,1.12%
"Nov 23, 2016","1,290.90","1,287.39","1,297.28","1,273.76",-,0.27%
"Nov 24, 2016","1,288.91","1,290.90","1,290.90","1,279.24",-,-0.15%
"Nov 25, 2016","1,285.77","1,288.91","1,289.41","1,281.85",-,-0.24%
"Nov 28, 2016","1,268.82","1,285.77","1,286.13","1,263.43",-,-1.32%
"Nov 29, 2016","1,269.51","1,268.82","1,274.98","1,258.51",-,0.05%
"Nov 30, 2016","1,276.16","1,269.51","1,279.04","1,258.90",-,0.52%
"Dec 01, 2016","1,275.44","1,276.16","1,276.24","1,258.12",-,-0.06%
"Dec 02, 2016","1,263.67","1,275.44","1,275.44","1,259.46",-,-0.92%
"Dec 05, 2016","1,269.76","1,263.67","1,281.68","1,249.36",-,0.48%
"Dec 06, 2016","1,317.95","1,269.76","1,318.60","1,269.63",-,3.80%
"Dec 07, 2016","1,369.71","1,317.95","1,369.71","1,317.95",-,3.93%
"Dec 08, 2016","1,369.44","1,369.71","1,377.41","1,353.70",-,-0.02%
"Dec 09, 2016","1,356.04","1,369.44","1,369.46","1,351.85",-,-0.98%
"Dec 12, 2016","1,323.32","1,356.04","1,356.09","1,320.16",-,-2.41%
